Timestamp,Age,Hand,Status,Movement,Thumb,Index,Middle,Ring,Pinky,AngleThumb,AngleIndex,AngleMiddle,AngleRing,AnglePinky,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,AngleX,AngleY,AngleZ,AbductionAngle,RotationAngle,MovementMagnitude
4069,11,L,Bad,CIRCUMDUCTION,246.94160676521852,430.25088845474914,391.1634867672743,214.68323958684755,375.53571779432434,-0.8609484823210467,1.5790880721646516,7.712891018806768,2.665494635948712,9.36129722279767,-0.961,-0.095,-0.02,15.744210876907687,37.88916125370866,-25.02442489377205,-101.6,84.2,-5.7,162.4,-75.8,0.04218403105887809
4095,11,L,Bad,CIRCUMDUCTION,299.62944252606343,586.9142013252217,404.8834019262345,422.5683125342288,405.30928045040037,4.512376433224893,4.9813577074575495,2.2744699462663167,5.332189893972213,4.082773984444367,-0.983,-0.086,0.013,17.74685573669357,34.162052780610026,-32.4835638238105,-81.6,84.9,-5.0,164.4,-67.7,0.03564152144908942
4122,11,L,Bad,CIRCUMDUCTION,192.90806219961564,387.61322830655325,218.11648506473804,297.09552068871886,391.1477938704455,0.5584220115982665,12.52172750899884,4.732656495950371,6.5818813773916105,12.604715749018748,-0.994,-0.071,0.016,14.176455245914838,38.1309083193574,-18.914087649742587,-77.4,85.8,-4.1,163.7,-65.9,0.04918040427897851
4148,11,L,Bad,CIRCUMDUCTION,222.18487161562172,577.8544180497892,239.14118649362644,210.91462471800273,294.39713543635025,5.031404560020976,12.252431805728085,1.7915672908110256,4.419692755274624,-0.6166851634636705,-1.006,-0.064,0.023,12.381493056143347,37.33714523399347,-30.960087116831073,-70.1,86.1,-3.7,162.8,-63.0,0.06554752026222901
4174,11,L,Bad,CIRCUMDUCTION,310.2628699501841,391.7121720610815,263.9762826159666,376.2487902173774,349.57859920247245,4.621091353293761,14.33001599597775,3.94714764677798,2.494174336103594,5.850446993459612,-1.012,-0.055,0.038,2.749219420269028,40.6941731795699,-25.17566369627106,-55.6,86.2,-3.1,164.7,-62.5,0.06510340809188
4200,11,L,Bad,CIRCUMDUCTION,363.3960341844589,504.50182034541547,276.8996707782243,334.74458772236136,348.1957218020916,5.918058347265972,17.426365829462778,2.199948103279775,4.25469701577584,0.8548374012276048,-1.018,-0.036,0.065,-5.538305102913864,48.618321070969635,-34.04989419790224,-28.8,85.8,-2.0,164.0,-63.8,0.07517554662727152
4226,11,L,Bad,CIRCUMDUCTION,267.70194524839695,437.282119356294,262.28893891200397,301.37825835396706,385.32042071543776,-2.1917301587559708,4.796151603490297,0.4274951265294451,6.676084633312721,8.836100253394925,-1.02,-0.016,0.089,-9.040959243836175,44.822396495345004,-39.72402292357281,-10.2,84.9,-0.9,164.6,-65.6,0.06145977358107059
4252,11,L,Bad,CIRCUMDUCTION,392.7451739883171,544.4928541888498,299.5069769039897,426.17212121268756,376.6646312651002,7.584449095054911,9.624708302912104,6.626274848035582,3.8412876325853866,6.247527832693399,-1.016,0.001,0.097,-6.282918486652521,43.3872368916497,-23.628416531835004,0.5,84.5,0.0,164.4,-68.2,0.0947401639967713
4278,11,L,Bad,CIRCUMDUCTION,285.6169271947333,399.65623820027895,275.71005606626727,412.44715601308957,438.04169548679647,3.699736519916327,9.13213001831129,10.553214813066814,4.926995914939963,4.186492147148876,-1.006,0.019,0.096,-20.202096966932743,47.743439191525376,-34.95402524133704,11.4,84.4,1.1,166.9,-72.2,0.07996391338052342
4304,11,L,Bad,CIRCUMDUCTION,317.02938911443397,484.57510686495624,345.08595200779405,268.17285423503654,424.37571770940843,-0.3419946691792486,6.787174116915948,6.599341412931558,3.7388353753443275,6.110308900604148,-1.008,0.028,0.122,-27.812039592279802,53.117122140153626,-32.548457441090754,12.8,82.9,1.6,166.5,-72.2,0.08460925432921942
4330,11,L,Bad,CIRCUMDUCTION,277.665521025861,474.8275354552279,330.77481477163656,310.6497596715894,349.4598804828373,4.104370868995538,6.369664566827273,7.835404134373958,6.845253403834234,4.40028802845395,-1.004,0.047,0.148,-27.358894565891426,53.00015552280525,-33.1378233975185,17.5,81.2,2.7,171.7,-74.3,0.06891814145788688
4356,11,L,Bad,CIRCUMDUCTION,362.3206685557734,388.3454963983308,245.44639910214897,316.13140115113333,369.82566386733737,6.843397045856454,7.452356481126835,6.308180955364647,8.590679433527544,6.419802848614089,-1.0,0.07,0.163,-35.063080330889036,48.46637066489363,-34.75308760835388,23.1,79.9,4.0,172.7,-76.4,0.10246656144331853
4382,11,L,Bad,CIRCUMDUCTION,360.37339032007816,400.94109839690077,362.6194990413357,321.2224238850972,343.3297963457074,3.69878090578676,12.223412074326436,-1.6365129921342358,4.482545933586125,4.041835458668747,-0.986,0.101,0.185,-43.2976504365249,41.62053045167486,-38.75105076374956,28.6,77.9,5.8,173.5,-80.3,0.12343916621573824
4408,11,L,Bad,CIRCUMDUCTION,331.7880365896838,477.51194196551097,214.64434415055266,314.08661433255344,373.818161986646,0.5738634097606035,12.232324685543825,10.099911261892878,5.244775074737581,7.164304704125907,-0.979,0.126,0.208,-45.489161530240644,40.39135586901576,-30.246373670197844,31.2,76.0,7.4,172.3,-82.2,0.11860761796665807
4435,11,L,Bad,CIRCUMDUCTION,297.2917850637032,372.6746634714251,313.6931771519089,354.74804525618055,388.4261570975969,2.568239628186222,12.240283398894686,2.6873565732535876,1.5323936617519571,3.37045512317349,-0.969,0.142,0.222,-46.187387846321286,39.21215440473952,-26.83742463801064,32.5,74.8,8.3,169.9,-84.0,0.0922859678562749
4461,11,L,Bad,CIRCUMDUCTION,270.0107079750473,542.7045599068251,292.10435187926385,405.19008789315797,371.05122878044693,1.378508154657657,16.976530787078246,6.072962139745977,9.128243749925867,4.349801561131532,-0.962,0.154,0.232,-52.74606014629344,50.03333483900539,-32.42018824378547,33.6,73.9,9.1,174.9,-85.4,0.10758339852486337
4487,11,L,Bad,CIRCUMDUCTION,307.76481071536296,403.7646780417684,282.8068739491186,318.6544804720504,286.41824124300246,0.16220798601317554,10.693649920621112,5.740852634467438,4.462159511423714,6.362280886249192,-0.954,0.174,0.254,-52.05112638871227,42.68973121352145,-22.168862948781747,34.4,72.1,10.3,175.7,-86.8,0.11525545483559918
4513,11,L,Bad,CIRCUMDUCTION,319.646993910195,574.3444075722603,289.38418678976484,257.3994440977232,473.7535602109134,6.917122306986391,11.03769535053205,0.686002483793875,4.3370073348730935,7.91914756543375,-0.945,0.193,0.264,-60.33995634234695,40.1186789919139,-5.892347841332668,36.2,70.9,11.5,175.6,-88.3,0.14065975434542555
4539,11,L,Bad,CIRCUMDUCTION,342.2451673037758,502.3175861588522,372.6692744826585,312.8750696535994,336.39335394475864,4.483869078001458,9.522792206054152,6.6653913520700545,7.155477417760379,6.011274621260995,-0.938,0.21,0.274,-56.84916456581746,36.99499507704032,-22.62122431393264,37.5,69.8,12.6,177.9,-89.4,0.1622016166581939
4565,11,L,Bad,CIRCUMDUCTION,372.93773678797425,469.3489493600156,239.60749905038486,260.7510957557706,419.4667268794022,-1.578419064201082,14.523441538723947,5.296202273555316,5.212287359373012,15.030775106503732,-0.931,0.229,0.283,-46.39749993490032,40.734894472447586,-17.7971230583818,39.0,68.6,13.8,175.7,-90.3,0.17607677708626832
4591,11,L,Bad,CIRCUMDUCTION,422.1144534341658,470.3587840413909,309.0158406506613,369.01913420496777,496.50161841858966,3.8943189663964133,10.21348459387292,2.2041181188345966,8.911879816865843,10.42897019990064,-0.931,0.252,0.294,-64.95070385324537,31.58793002550971,-21.768198833474287,40.6,67.4,15.1,175.4,-90.2,0.15446324070057835
4617,11,L,Bad,CIRCUMDUCTION,339.55694661016935,399.2468028724392,377.8770973666367,343.44063067130526,382.84064656062134,4.3747994832120485,3.390389394332729,5.680481269689197,6.9841483961532145,6.845734820178452,-0.924,0.265,0.305,-70.32255960260525,37.603297376265004,-18.324280587512902,41.0,66.4,16.0,175.4,-91.1,0.1682606023923457
4643,11,L,Bad,CIRCUMDUCTION,368.4303572144144,398.4945787580118,276.870972485805,397.72480650969504,456.65219098611936,1.7675382366743726,8.237336392657058,7.763981208844585,2.201626875243547,10.87916240168833,-0.917,0.278,0.305,-66.98429532413384,36.05212234580146,-4.902008309354293,42.3,65.8,16.9,175.9,-91.9,0.199551661266748
4669,11,L,Bad,CIRCUMDUCTION,357.0212899202398,636.5770989139617,271.49980149436254,305.45841064165074,352.0078114979178,1.971968979429554,12.697653513720228,3.8408380848862946,4.33996283600634,7.6441062603705126,-0.91,0.3,0.31,-71.4977039680078,38.68446311865396,-1.6708266361546196,44.1,64.7,18.2,176.4,-92.6,0.22134538983095575
4695,11,L,Bad,CIRCUMDUCTION,285.7364353779846,525.6446675115631,299.1843253018492,309.1146553993659,398.3920630000049,0.8903662152628415,10.320138006768863,5.560386004733327,0.7627240291160264,11.561039362773688,-0.903,0.312,0.316,-80.40231747168939,33.00610558999193,8.782731796321004,44.6,63.8,19.0,176.2,-93.3,0.2233255869850618
4721,11,L,Bad,CIRCUMDUCTION,286.2532011686795,587.3250536133413,396.86447784514684,354.14999905458455,421.3488824060133,-1.160386195412583,10.973509251276345,8.799868143821922,2.269608257105433,4.762938823916949,-0.893,0.328,0.323,-78.33264300543343,28.939078650943998,4.481234861686969,45.4,62.7,20.2,175.6,-94.3,0.1782871772080188
4748,11,L,Bad,CIRCUMDUCTION,264.1631619175587,609.6300315262648,291.27747013011816,304.3561204371915,361.65030652879506,4.0175469531125785,8.569911549418414,5.460208983705468,6.598089835978418,7.233602815296886,-0.898,0.338,0.323,-84.95417161515272,26.194753713081678,8.829988529666426,46.3,62.5,20.6,175.3,-93.6,0.17100113419158663
4774,11,L,Bad,CIRCUMDUCTION,353.40765496067206,487.2608917420643,318.0906139445034,344.8065931997317,378.42564646604916,12.363563430185964,7.923742293996366,4.779878245922847,12.107267433795645,3.3524645511017397,-0.898,0.347,0.32,-78.50155880293359,29.757596795247416,16.30421131869005,47.3,62.3,21.1,178.6,-93.7,0.22526767817827342
4800,11,L,Bad,CIRCUMDUCTION,378.09379268936584,511.4207971885425,221.4724220800631,367.19059717802367,348.28405973644755,1.840249739061762,10.232686465767557,7.808630197627634,8.130904242027846,6.971072348241339,-0.9,0.348,0.309,-81.85115634566381,16.576355890871916,24.061304352794103,48.4,62.6,21.2,177.9,-93.4,0.14086440490881882
4826,11,L,Bad,CIRCUMDUCTION,327.12718275247596,517.7459412346249,381.3799026743711,303.25484014911495,328.64543315753815,12.1027899827091,11.131291865955884,-3.2872677114030813,4.767513780281536,1.2143069910620499,-0.901,0.354,0.307,-85.02025760784501,18.71172202519186,20.157145024333847,49.1,62.5,21.5,181.2,-93.3,0.17386752172733816
4852,11,L,Bad,CIRCUMDUCTION,334.6230412364195,489.1601814971129,379.00733408548797,344.26832610995103,451.565121242104,6.9129957366823005,13.182537725082323,2.064019496334657,0.659399793758431,6.3792500629027735,-0.902,0.36,0.298,-81.9889487307616,21.555334632117297,23.569096635530094,50.4,62.6,21.8,183.5,-93.1,0.23446176751528888
4878,11,L,Bad,CIRCUMDUCTION,254.1829959941703,414.72131468541676,390.41894838435246,354.77447176133717,459.85982761163507,5.884825739438311,9.85515332450678,3.594945346560906,4.690686750476374,7.1197075193748,-0.904,0.364,0.296,-85.78398854370494,13.6812571693759,23.747112148534203,50.9,62.6,21.9,185.8,-92.9,0.1445347755211756
4904,11,L,Bad,CIRCUMDUCTION,340.6529803817199,467.41767196868335,341.94810428161577,268.0344069544319,406.5345172089915,5.404951536203875,11.900505273335261,4.203270088173772,4.2390427562326005,5.3792280404075346,-0.907,0.36,0.291,-90.45817491424394,16.01938434455676,24.315891131591368,51.1,63.0,21.7,187.2,-92.6,0.18635308874301512
4930,11,L,Bad,CIRCUMDUCTION,362.50638965059994,451.7015303505899,242.03976172242653,387.809030298198,398.96407720347617,11.670649627251663,12.241136770127218,7.48633453607116,4.16986759596665,6.199492588959458,-0.908,0.358,0.278,-83.00235703533949,6.6404098686528235,23.860743447777175,52.2,63.5,21.5,189.6,-92.6,0.15061836784411128
4956,11,L,Bad,CIRCUMDUCTION,386.90333206556437,607.0578980243753,391.04032208039655,380.72218106026946,437.30198145524787,6.41192971000383,12.659790200562743,6.613989839197114,7.17100138319144,4.105801948629029,-0.916,0.35,0.267,-81.17836244999116,2.9547249212355755,32.248296548817216,52.7,64.3,20.9,191.9,-91.8,0.20296817324235028
4982,11,L,Bad,CIRCUMDUCTION,383.40163952783115,385.3235525248709,264.243020982203,309.5513611888014,417.7321774778716,1.6663046215655344,5.395932951137401,4.03464253726803,-2.257406684402577,6.390403575707396,-0.923,0.345,0.255,-77.8196065188846,-5.172267836406491,27.29945461210728,53.4,65.1,20.5,180.0,-91.1,0.2453001007186467
5008,11,L,Bad,CIRCUMDUCTION,323.51722468431666,486.04942984521017,289.10571092214326,347.99318826506254,452.4469121786157,5.342745486452191,11.964287921247015,-0.01604070336827501,6.895197793929979,3.771494738361537,-0.926,0.343,0.246,-71.33873668623525,8.237555366798691,35.39381901502003,54.3,65.5,20.3,185.6,-90.7,0.2253185528579261
5034,11,L,Bad,CIRCUMDUCTION,291.2897032403855,558.0197236858909,377.4158908515854,281.4686649468382,408.7076672329756,4.192362029541585,11.170260782664077,6.061321736370427,1.605410677600223,0.9292571573147868,-0.933,0.339,0.234,-72.33596009395774,-5.126947553895322,32.46158863132784,55.4,66.2,20.0,190.0,-90.0,0.21629893656519789
5061,11,L,Bad,CIRCUMDUCTION,248.615000559179,418.3513812828637,342.428667095191,262.8201636838285,428.5383734508552,9.29852409063773,3.17500916159913,7.14123262453819,9.477553279778398,8.23879451829011,-0.941,0.332,0.224,-58.85715852176255,8.335161757227205,27.696141534628808,56.0,67.0,19.4,195.8,-89.2,0.23650527409682162
5087,11,L,Bad,CIRCUMDUCTION,344.6385403431832,519.885441505478,297.75389982651586,250.3517525445062,340.81719043178003,6.567877033721795,6.6263898578481735,3.2041730066616796,5.500172731763315,7.691615732544692,-0.947,0.325,0.219,-49.78837702545332,6.858455424536397,38.15211923645872,56.1,67.5,19.0,200.9,-88.5,0.18074367840605648
5113,11,L,Bad,CIRCUMDUCTION,332.00881872378153,451.96436157513534,302.55840810955476,286.05082409198616,439.85904187031986,14.429616149385481,10.084248110792926,1.0819331881685001,6.768912910498334,7.964268039925301,-0.954,0.313,0.207,-45.07910779980882,11.473698830446226,25.86674957712846,56.5,68.5,18.2,201.6,-87.6,0.13794441494759405
5139,11,L,Bad,CIRCUMDUCTION,416.7088984127463,591.6692320679565,383.85537683027417,322.0671026319071,453.12250925371035,8.067268853683773,8.003851788218146,2.162985700759486,4.5065805934002805,3.8994659660270394,-0.952,0.304,0.207,-33.04781914794406,4.117562347299975,32.10864684086711,55.7,68.8,17.7,202.5,-87.9,0.18691803919162417
5165,11,L,Bad,CIRCUMDUCTION,251.33283464663123,460.784207043776,282.68001693392756,372.84553413394843,406.8641515202577,3.3249510422130695,11.00638908091675,5.284978485940197,-0.4605813621292869,6.167957230673998,-0.961,0.291,0.193,-40.36034576645118,0.870245096025279,36.78026302563706,56.4,70.0,16.8,202.8,-86.8,0.1440577258810516
5191,11,L,Bad,CIRCUMDUCTION,322.65850197319276,410.90699562497554,327.9157145988605,354.6881673382843,417.1350148722304,5.7321940556605755,13.22937974325179,4.908379997238558,12.286722620474556,1.008052131514125,-0.98,0.268,0.173,-35.67669716722054,1.715300006318806,37.3071282058774,57.1,72.0,15.3,207.1,-84.3,0.16829020088069493
5217,11,L,Bad,CIRCUMDUCTION,425.3839771201109,499.27265443183006,291.70658798636236,306.97012019936585,395.6712652299462,3.7235568649692112,12.930712767007167,2.5469861458059206,7.20194153547256,8.143923831984798,-0.972,0.263,0.185,-40.99672481479505,0.5847175108334066,35.59608436362921,54.9,71.7,15.1,207.1,-85.3,0.20293501059888686
5243,11,L,Bad,CIRCUMDUCTION,389.87872953320823,388.4497847124171,295.5308946950343,355.76080340439205,306.4018164206676,2.122484431167591,10.112268391621066,5.1026440290293795,-0.605944807585395,9.31622476854314,-0.97,0.252,0.179,-30.85740266031895,-7.680449179303144,45.31699429893466,54.6,72.3,14.6,207.0,-85.4,0.15846744366276755
5269,11,L,Bad,CIRCUMDUCTION,255.79186120749506,549.3903436321394,390.8545752756349,339.80204187814957,479.18856632999785,9.069918368718394,7.75099294418755,6.127302636936472,3.340501319156955,6.143803138010431,-0.984,0.231,0.176,-30.84966097205643,-3.898587712549709,47.004590546159086,52.7,73.6,13.2,206.8,-83.3,0.18010890678944858
5295,11,L,Bad,CIRCUMDUCTION,294.72895655791916,544.0347361194247,313.2756993917552,306.6407974935465,446.62723023131764,5.4057840595801885,5.667256234269186,0.05072302623938718,6.186680963195693,6.7164919719790515,-1.023,0.195,0.161,-27.377311699309214,-6.301927745488813,39.501145707674944,50.4,76.1,10.8,205.8,-77.4,0.1274016217718049
5321,11,L,Bad,CIRCUMDUCTION,306.0525805463593,401.66146119833803,277.7562925733732,395.5755543406654,312.4473886351553,3.218254270495817,6.419126906888175,7.745147792469238,4.415313125021643,6.111044629644836,-1.02,0.184,0.179,-22.4000824849559,-11.737122768388906,63.26045917655333,45.7,75.9,10.2,204.9,-77.4,0.13974233303087222
5347,11,L,Bad,CIRCUMDUCTION,308.9797440107237,555.3765332463029,331.7948227939963,248.42870276415374,397.26793222921714,7.03826788382063,10.515356985816217,6.256383857837138,3.0091671462523966,3.4189873407637927,-0.972,0.192,0.176,-22.073324795518122,-11.755780004010523,69.40475209595971,47.5,75.0,11.2,196.7,-84.5,0.15312579096363338
5374,11,L,Bad,CIRCUMDUCTION,346.28617269568394,576.1901348793633,289.5587490236054,338.96368066916597,421.9001459707272,6.684661512466156,8.620597833980268,6.526954023732697,3.207569108366827,7.700128593302355,-0.984,0.146,0.163,-15.264897707236077,-7.2458171920401,82.61139120062633,42.0,77.4,8.5,196.9,-81.8,0.15954290147205605
5400,11,L,Bad,CIRCUMDUCTION,356.108485746404,559.6319829441576,308.9256855598258,369.7809885726538,396.87234667737823,6.70211745647663,9.276713963308534,7.101154315250921,2.7027853742865147,3.9069922021857124,-1.021,0.098,0.142,-18.612677192797324,-9.271771634026349,70.31680302033958,34.7,80.4,5.5,197.9,-73.9,0.11756973533552778
5426,11,L,Bad,CIRCUMDUCTION,328.6107334097155,497.2866520039446,296.30322567723323,218.78858923737658,442.87057622447134,10.812801293915726,7.826206661321084,10.69777230176458,-0.864681256711084,4.0761524799910145,-1.019,0.064,0.15,-9.812150419425336,-24.866622272668327,83.48904363045041,23.1,80.9,3.6,200.7,-72.4,0.09906369045832669
5452,11,L,Bad,CIRCUMDUCTION,321.27074665091857,562.1877152577651,239.90572670992043,303.5313522502699,443.6731442867292,5.175489352841423,4.770512882723173,4.274911155669804,6.7660226638357965,4.678905259962586,-0.979,0.059,0.144,-3.9656363569612814,-16.385387376285344,88.58693572932866,22.3,81.0,3.4,202.5,-80.3,0.07901315530245845
5478,11,L,Bad,CIRCUMDUCTION,394.2623067666979,484.4642209110648,290.9023688756576,294.7414075098588,323.3771171898672,4.557257272693229,10.561095765667112,4.520792718550517,9.680581901050553,6.317886270909042,-0.968,0.021,0.141,1.592082574177435,-21.95722785348908,67.41492234603169,8.4,81.6,1.2,203.1,-81.4,0.09251988707834971
5504,11,L,Bad,CIRCUMDUCTION,357.05518192069576,541.3238933039283,276.21887099103253,403.8198931680313,453.286248105852,4.781196299786597,7.365635654001968,3.1967958926504183,-1.203898020872869,6.356336077087855,-0.981,-0.024,0.126,-9.745370598166826,-17.742742185527845,68.79670865191073,-10.7,82.6,-1.4,204.0,-75.3,0.06700629514629816
5530,11,L,Bad,CIRCUMDUCTION,322.29704238186025,445.422369136685,391.1933679959756,387.4934120893732,318.8642840390636,4.835473684260016,9.628137225637444,8.564679107751921,3.0507987269706516,13.058039266336916,-0.995,-0.068,0.109,12.899536233497566,-10.096192624866609,75.45757549200192,-32.0,82.7,-3.9,205.6,-66.1,0.04871779472446657
5556,11,L,Bad,CIRCUMDUCTION,293.9766057387936,485.6618335856301,387.0583642188418,315.8620997398619,361.5121286741372,-2.9664642944850694,10.975201796271934,2.2240663980470083,5.307667208519391,3.613191053467714,-0.968,-0.078,0.115,9.005870465729819,-20.55362818739504,72.70599734895448,-34.1,81.8,-4.6,208.5,-74.9,0.04850959550645278
5582,11,L,Bad,CIRCUMDUCTION,259.68218011245057,560.9230279591438,338.02254856064496,323.16399490097706,454.6331358617525,5.366570966498714,8.937863257234701,8.176917333055385,2.818497288526104,6.239640078046847,-0.957,-0.106,0.122,12.756526715798321,-13.819409905773552,61.63058395631613,-40.8,80.4,-6.3,208.3,-76.8,0.026140714829773072
5608,11,L,Bad,CIRCUMDUCTION,308.3563882926137,445.8054858868107,268.03937312671485,300.89161947995615,387.7240070499426,7.667827822570982,12.155277816838183,9.844988701520908,3.813996779309246,2.0703882839096144,-0.97,-0.137,0.107,14.14529976471371,-8.10742840082662,63.02188123564355,-52.0,79.9,-8.0,209.5,-62.3,0.02910770722803754
5634,11,L,Bad,CIRCUMDUCTION,287.28361625096807,515.6279551149876,247.56843417684792,407.5004873325342,436.26045931866577,4.142228446256004,10.266221009493005,-1.4218572712571245,6.396979878616228,4.338965331615858,-0.982,-0.166,0.09,21.314654519040044,-5.9682908086456505,50.986485361091304,-61.4,79.1,-9.6,208.9,-40.3,0.023419421480236263
5660,11,L,Bad,CIRCUMDUCTION,331.50693431047773,518.5868570773096,368.97054160838843,283.8071014664736,490.1417160375992,8.03196173374873,9.970889578355385,11.94539217621924,8.0434887117481,10.801608661647377,-0.966,-0.182,0.095,24.79048615322782,-6.6109674782512275,43.89111226321314,-62.5,78.0,-10.6,206.9,-37.7,0.011024948955522706
5687,11,L,Bad,CIRCUMDUCTION,268.0657039913188,583.2689610213387,401.9807542553849,312.68337329000195,503.8510960620718,11.058052892406359,7.5538021480921635,0.5605039013322761,-2.492699906058667,0.8320851486767022,-0.958,-0.208,0.096,23.536097547587918,-7.686077361682818,68.14387316160672,-65.2,76.5,-12.3,207.7,2.6,0.010578986328686556
5713,11,L,Bad,CIRCUMDUCTION,368.4011493310062,472.11382489311603,307.7302810655881,336.1681387569517,383.6388035110061,9.303574599254313,4.331275556471305,1.512965149509526,8.404834236973388,5.45809665407697,-0.967,-0.238,0.104,24.378944376584926,-0.10479889838892076,54.200656109427605,-66.4,74.9,-13.8,209.4,42.4,0.014031223677056942
5739,11,L,Bad,CIRCUMDUCTION,267.70131083262453,431.83922098499494,272.8374151974852,378.7439160784119,312.68487144237747,9.395383650754617,7.49276314902748,3.30617118548526,8.062933709060571,11.657379243068434,-0.971,-0.26,0.087,29.462532747108888,-0.8373508482314561,55.08348579875406,-71.6,74.2,-15.0,211.5,54.8,0.02534373883818197
5765,11,L,Bad,CIRCUMDUCTION,384.32969266251496,435.36623841844465,319.76886050882763,265.61326098924116,408.12411090698765,2.40152244045723,4.501946922604261,3.7305036685951047,2.3722684342426525,0.52528152389125,-0.965,-0.286,0.081,26.48039829080125,-0.7402592273250441,56.92378618559789,-74.2,72.9,-16.5,213.5,68.4,0.03393562286455072
5791,11,L,Bad,CIRCUMDUCTION,308.32413087726707,408.04844257584773,374.0861379234932,389.4800448466091,447.20498792417817,7.090886097681356,9.112625637615563,1.8818358409757403,7.039594346698474,10.665416708644917,-0.949,-0.315,0.081,36.52746916267241,-4.189811359622228,49.233584186743236,-75.7,71.1,-18.4,214.0,81.4,0.02983269250998721
5817,11,L,Bad,CIRCUMDUCTION,362.01459826756786,490.65928274400136,262.6701283428985,353.6550667393842,490.32953218938195,6.110700166273995,3.100929261343305,4.717394635803521,8.282744393106888,-0.8197955472716618,-0.953,-0.346,0.076,34.233658768976056,-7.844528015713074,55.71026192423776,-77.5,69.6,-20.0,215.3,82.0,0.04263469011753307
5843,11,L,Bad,CIRCUMDUCTION,378.625744654596,466.54477014041476,381.5011067250661,304.66301823147,478.7654605811427,4.095309901510708,10.34575589355188,9.062916584360401,4.599686265284777,2.8585726892368637,-0.931,-0.358,0.057,26.610685469310734,-9.320927949193326,43.68803918752995,-80.9,68.7,-21.0,215.9,90.7,0.04229277085021534
5869,11,L,Bad,CIRCUMDUCTION,361.30791284029493,425.06819717021637,376.8910734927575,287.5915198040851,394.6383924347956,5.765226260993195,12.203616478024735,4.119659910241475,7.27252477045748,7.716780559917185,-0.92,-0.376,0.025,35.03275957980539,0.8627388747856239,51.75309145919159,-86.3,67.7,-22.2,216.8,94.6,0.05409882280909553
5895,11,L,Bad,CIRCUMDUCTION,338.0088184665216,601.4752627663823,374.91028057245063,273.3240380282293,434.9853044869049,10.366820789641553,12.151974813935531,11.147401449366747,6.765314954994184,9.793898864134643,-0.906,-0.392,0.008,40.17150827694152,3.9648241741313353,47.43192642189776,-88.9,66.6,-23.4,216.5,98.3,0.06975834172396846
5921,11,L,Bad,CIRCUMDUCTION,236.5790439064539,485.52932923623536,363.3248523179178,299.1484838703195,364.0983786996269,6.029702777919314,8.51738957940684,1.2589474948974928,9.314631256073621,10.361264199277224,-0.898,-0.409,0.011,29.775708388442954,-9.365287408302285,29.582723585999698,-88.5,65.5,-24.5,217.7,99.7,0.07655049505779019
5947,11,L,Bad,CIRCUMDUCTION,327.0411530574263,532.3812949013242,307.3043020758543,332.12757858847124,308.04162513421966,2.1516719446999795,9.80327120800649,0.5469774756599781,5.9689374930205386,5.064764066638131,-0.922,-0.446,0.042,42.65816360663237,-4.305113302761837,36.699117554802555,-84.6,64.1,-25.8,218.0,92.7,0.07016751947941492
5973,11,L,Bad,CIRCUMDUCTION,307.45125718888585,393.0746877496404,362.3853219101009,405.599263883491,379.7367976771913,7.56344858525596,4.609749746914751,5.770758488836277,5.134754615007161,3.3878717425819835,-0.9,-0.452,-0.003,56.81978285643821,-1.609601742974294,41.87446800553587,-90.3,63.3,-26.7,218.7,97.8,0.07581506897641407
6000,11,L,Bad,CIRCUMDUCTION,310.8388946441672,527.5411699994402,233.37199300501786,257.9671205695845,346.98490167166267,5.863840086163666,10.661982990798796,2.5470486999899693,4.930109313806296,8.664610080144307,-0.889,-0.467,-0.02,52.902672173219685,-3.27898214302028,37.74358861580818,-92.4,62.3,-27.7,218.8,99.7,0.07803440535204388
6026,11,L,Bad,CIRCUMDUCTION,294.0291488126604,488.24997373885356,222.7130434075283,238.41262368306468,304.614235734415,7.147368452156231,4.14541559831494,2.1053155936646117,2.8122547233618964,7.8671943615515305,-0.884,-0.48,-0.017,53.77970432350645,-10.838249081897064,36.80221001771561,-92.1,61.5,-28.5,218.9,100.2,0.07424713160112827
6052,11,L,Bad,CIRCUMDUCTION,348.27886158165285,617.7856931090303,343.01235690191385,283.6927560872684,394.6348248344463,11.809889462838438,8.155103915784023,5.281785655494523,7.896478186012278,6.333411978492603,-0.872,-0.491,-0.017,55.60333176838435,-4.806673790037776,33.42875119435612,-91.9,60.6,-29.3,218.6,102.1,0.11509831372962241
6078,11,L,Bad,CIRCUMDUCTION,358.7250013835652,512.7131118656349,283.4167172780761,299.9289298025896,383.4275650883022,6.684439928588583,10.282403463648633,3.977032959718983,5.382072111936263,7.051036878056498,-0.858,-0.495,-0.042,71.8253075734834,-8.788977979567676,38.76155291362423,-94.8,59.9,-30.0,219.1,104.6,0.08855241072476754
6104,11,L,Bad,CIRCUMDUCTION,283.3501184928068,387.0953054910466,235.4447910573408,279.9461076666749,357.8434516309952,3.9398849935567104,9.241799904339327,7.697602012828606,5.217492073289318,5.834153498228781,-0.853,-0.504,-0.072,59.848295907943495,-1.9562049643575175,26.762036416333764,-98.1,59.2,-30.6,218.6,105.1,0.1381295141687825
